input,output,prompt,task,split
CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,The molecule is an organooxygen compound and an organonitrogen compound. It is functionally related to a gamma-amino acid.,Describe the molecule represented by the following SMILES string: CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O.,mol_cap,valid
O=C(O)[C@@H]1O[C@H]1C(=O)O,"The molecule is the trans-2,3-epoxy derivative of succinic acid. It is an epoxide and a C4-dicarboxylic acid. It derives from a succinic acid. It is a conjugate acid of a trans-2,3-epoxysuccinate(2-).",What is the molecular description of the compound O=C(O)[C@@H]1O[C@H]1C(=O)O?,mol_cap,valid
C=C/C(C)=C\CC=C(C)C,"The molecule is a beta-ocimene that consists of octa-1,3,6-triene bearing two methyl substituents at positions 3 and 7 (the 3Z-isomer). It has a role as a plant metabolite.",What is the molecular description of the compound C=C/C(C)=C\CC=C(C)C?,mol_cap,valid
CC(=O)O[C@H]1[C@H](C(C)C)[C@@H]2[C@@H]([C@H]3C[C@](C)(O)[C@@H](OC=O)CC[C@@](C)(OC(C)=O)[C@@H]2O3)[C@]2(CO2)[C@H]1OC(C)=O,"The molecule is an eunicellin diterpenoid isolated from the soft coral Klyxum molle. It has a role as an anti-inflammatory agent and a coral metabolite. It is an acetate ester, an epoxide, a eunicellin diterpenoid, a macrocycle, an oxacycle and a formate ester.",Analyze the molecule CC(=O)O[C@H]1[C@H](C(C)C)[C@@H]2[C@@H]([C@H]3C[C@](C)(O)[C@@H](OC=O)CC[C@@](C)(OC(C)=O)[C@@H]2O3)[C@]2(CO2)[C@H]1OC(C)=O and summarize its structural features in a caption.,mol_cap,valid
NC(=O)CC(=O)C(=O)O,The molecule is a dicarboxylic acid monoamide that is succinamic acid substituted by an oxo group at position 2. It is an oxo carboxylic acid and a dicarboxylic acid monoamide. It derives from a succinamic acid. It is a conjugate acid of a 2-oxosuccinamate.,Describe the molecule represented by the following SMILES string: NC(=O)CC(=O)C(=O)O.,mol_cap,test
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1N=C(N)N,"The molecule is a member of the class of guanidines that is used (as its trihydrate) for the treatment of acute uncomplicated influenza in patients 18 years and older who have been symptomatic for no more than two days. It has a role as an antiviral drug and an EC 3.2.1.18 (exo-alpha-sialidase) inhibitor. It is a member of cyclopentanols, a member of acetamides, a member of guanidines and a 3-hydroxy monocarboxylic acid. It contains a peramivir hydrate.",What is the molecular description of the compound CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1N=C(N)N?,mol_cap,test
C/C=C(\N)C(=O)O,"The molecule is a non-proteinogenic alpha-amino acid. It derives from a 2-butenoic acid. It is a conjugate acid of a 2-aminobut-2-enoate. It is a tautomer of a 2-aminobut-2-enoic acid zwitterion, a 2-iminobutanoic acid and a 2-iminobutanoic acid zwitterion.",What does the molecular structure C/C=C(\N)C(=O)O represent? Provide a description.,mol_cap,test
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,The molecule is a white crystalline solid. Corrosive eye irritant. Used as an herbicide.,Describe the functional groups and structure of the molecule: CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C.,mol_cap,test
O=C1C2=CC=C3C=C(CO)C=C(O)C3=C2C(=O)C2=CC=CC(O)=C12,The molecule is a member of tetraphenes. It is functionally related to a tetrangulol.,"Based on the SMILES O=C1C2=CC=C3C=C(CO)C=C(O)C3=C2C(=O)C2=CC=CC(O)=C12, generate a molecular caption.",mol_cap,test
CC(C)=CCC/C(C)=C/C[C@]12O[C@@]1(C)C(=O)C1=C(O)C=C(O)C=C1C2=O,"The molecule is an organic heterotricyclic compound resulting from the formal epoxidation of the 2-3 double bond of the 1,4-naphthoquinone moiety of phosphatoquinone B. It is isolated from the culture broth of Streptomyces sp.TC-0363 and exhibits inhibitory activity against the enzyme protein tyrosine phosphatase. It has a role as a metabolite, an antimicrobial agent and an EC 3.1.3.48 (protein-tyrosine-phosphatase) inhibitor. It is a member of phenols, an epoxide, a cyclic ketone and an organic heterotricyclic compound.",Describe the molecule represented by the following SMILES string: CC(C)=CCC/C(C)=C/C[C@]12O[C@@]1(C)C(=O)C1=C(O)C=C(O)C=C1C2=O.,mol_cap,test
CC(C)C1=CC(NCC2=NC(C(N)=O)=NO2)=[NH+]C(N)=N1,"The molecule is an aminopyrimidine, protonated on N-1, substituted with an isopropyl group at C-6 and carrying a (3-carbamoyl-1,2,4-oxadiazol-5-yl)methyl substituent on the amino group at C-4. One of a series of mucosal-associated invariant T (MAIT) cell agonists. It has a role as a MAIT cell agonist. It is functionally related to a pyrimidine-2,4-diamine.",Provide a detailed molecular caption for the given SMILES: CC(C)C1=CC(NCC2=NC(C(N)=O)=NO2)=[NH+]C(N)=N1.,mol_cap,test
O=C(O)C1=CC=C([O-])C(O)=C1,"The molecule is a dihydroxybenzoate having the two hydroxy groups located at the 3- and 4-positions. It derives from a benzoate. It is a conjugate base of a 3,4-dihydroxybenzoic acid.","For the molecule O=C(O)C1=CC=C([O-])C(O)=C1, provide a molecular caption highlighting its key features.",mol_cap,test
NC1=NC(N2CC(F)C2)=C2N=CN([C@H]3C=C[C@@H](CO)C3)C2=N1,"The molecule is a 2,6-diaminopurine that is an analogue of abacavir in which the cyclopropylamino group at position 6 of the purine moiety is replaced by a 3-fluoroazetidin-1-yl group. One of a series of synthesised abacavir analogues with antiviral activity found to stimulate IFN-gamma secretion in abacavir-responsive clones. It has a role as an antiviral agent. It is functionally related to an abacavir.",Provide a detailed molecular caption for the given SMILES: NC1=NC(N2CC(F)C2)=C2N=CN([C@H]3C=C[C@@H](CO)C3)C2=N1.,mol_cap,test
CC1=CC=CC(NCC(=O)NNC(=S)NC2=CC=CC=C2)=C1,The molecule is an organooxygen compound and an organonitrogen compound. It is functionally related to an alpha-amino acid.,Analyze the molecule CC1=CC=CC(NCC(=O)NNC(=S)NC2=CC=CC=C2)=C1 and summarize its structural features in a caption.,mol_cap,test
"The molecule is a 6-oxo monocarboxylic acid anion and a hydroxy monocarboxylic acid anion. It is functionally related to an octa-2,4,7-trienoate.",C=CC(=O)/C=C\C=C(\[O-])C(=O)O,"Using the description The molecule is a 6-oxo monocarboxylic acid anion and a hydroxy monocarboxylic acid anion. It is functionally related to an octa-2,4,7-trienoate., generate the appropriate molecule in SMILES notation.",mol_gen,train
"The molecule is a 4-O-(1H-indol-3-ylcarbonyl)ascaroside derived from (2E)-10-hydroxydec-2-enoic acid. It is a metabolite of the nematode Caenorhabditis elegans. It has a role as a Caenorhabditis elegans metabolite. It is a 4-O-(1H-indol-3-ylcarbonyl)ascaroside, an alpha,beta-unsaturated monocarboxylic acid and an omega-hydroxy fatty acid ascaroside. It is functionally related to an (E)-10-hydroxydec-2-enoic acid and an oscr#15.",C[C@@H]1O[C@@H](OCCCCCCC/C=C/C(=O)O)[C@H](O)C[C@H]1OC(=O)C1=CNC2=CC=CC=C12,"Using the description The molecule is a 4-O-(1H-indol-3-ylcarbonyl)ascaroside derived from (2E)-10-hydroxydec-2-enoic acid. It is a metabolite of the nematode Caenorhabditis elegans. It has a role as a Caenorhabditis elegans metabolite. It is a 4-O-(1H-indol-3-ylcarbonyl)ascaroside, an alpha,beta-unsaturated monocarboxylic acid and an omega-hydroxy fatty acid ascaroside. It is functionally related to an (E)-10-hydroxydec-2-enoic acid and an oscr#15., generate the appropriate molecule in SMILES notation.",mol_gen,train
"The molecule is an estradiol that is estra-1,3,5(10)-triene substituted by hydroxy groups at positions 3 and 17 (the 17alpha stereoisomer). It is a 17alpha-hydroxy steroid, a 3-hydroxy steroid and an estradiol.",C[C@]12CC[C@@H]3C4=CC=C(O)C=C4CC[C@H]3[C@@H]1CC[C@H]2O,"Provide the SMILES string that corresponds to the molecule described as: The molecule is an estradiol that is estra-1,3,5(10)-triene substituted by hydroxy groups at positions 3 and 17 (the 17alpha stereoisomer). It is a 17alpha-hydroxy steroid, a 3-hydroxy steroid and an estradiol..",mol_gen,train
"The molecule is a nitrile that is acetonitrile in which the methyl hydrogens have been replaced by o-trifluoromethylbenzoyl, p-tert-butylphenyl, and (2-methoxyethoxy)carbonyl groups. It is a nitrile, a beta-ketoester, a member of (trifluoromethyl)benzenes and a 2-methoxyethyl ester.",COCCOC(=O)C(C#N)(C(=O)C1=CC=CC=C1C(F)(F)F)C1=CC=C(C(C)(C)C)C=C1,"Generate a molecular structure in SMILES for the description: The molecule is a nitrile that is acetonitrile in which the methyl hydrogens have been replaced by o-trifluoromethylbenzoyl, p-tert-butylphenyl, and (2-methoxyethoxy)carbonyl groups. It is a nitrile, a beta-ketoester, a member of (trifluoromethyl)benzenes and a 2-methoxyethyl ester..",mol_gen,train
The molecule is the L-lysyl ester formed by conjugating L-lysine with methanol.,COC(=O)[C@@H](N)CCCCN,What molecule in SMILES format matches the following description: The molecule is the L-lysyl ester formed by conjugating L-lysine with methanol.?,mol_gen,train
"The molecule is a tetramethoxyflavone that is flavone substituted by am ethoxy group at position 4' and methoxy groups at positions 5, 6, 7 and 8. It is functionally related to a flavone.",CCOC1=CC=C(C2=CC(=O)C3=C(OC)C(OC)=C(OC)C(OC)=C3O2)C=C1,"What is the SMILES representation for the molecule with the following description: The molecule is a tetramethoxyflavone that is flavone substituted by am ethoxy group at position 4' and methoxy groups at positions 5, 6, 7 and 8. It is functionally related to a flavone.?",mol_gen,train
"The molecule is a member of the class of 1-benzofurans that is 1-benzofuran-4,7-dione bearing additional methyl and methoxy substituents at positions 2 and 7 respectively. It is a member of 1-benzofurans and a member of p-quinones.",COC1=CC(=O)C2=C(OC(C)=C2)C1=O,"Based on the description The molecule is a member of the class of 1-benzofurans that is 1-benzofuran-4,7-dione bearing additional methyl and methoxy substituents at positions 2 and 7 respectively. It is a member of 1-benzofurans and a member of p-quinones., generate the corresponding molecule in SMILES format.",mol_gen,train
"The molecule is a fluoroquinolone antibiotic that is 7-oxo-2,3-dihydro-7H-[1,3,4]oxadiazino[6,5,4-ij]quinoline substituted at positions 6, 9 and 10 by carboxy, fluoro and 4-methylpiperazin-1-yl groups, respectively. A synthetic, broad spectrum bactericidal agent, it is used in veterinary medicine, although its mechanism of action is not thoroughly understood. It has a role as an antibacterial drug. It is a fluoroquinolone antibiotic, a member of monofluorobenzenes, a N-alkylpiperazine and a monocarboxylic acid.",CN1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN4NCOC2=C34)CC1,"Generate a molecular structure in SMILES for the description: The molecule is a fluoroquinolone antibiotic that is 7-oxo-2,3-dihydro-7H-[1,3,4]oxadiazino[6,5,4-ij]quinoline substituted at positions 6, 9 and 10 by carboxy, fluoro and 4-methylpiperazin-1-yl groups, respectively. A synthetic, broad spectrum bactericidal agent, it is used in veterinary medicine, although its mechanism of action is not thoroughly understood. It has a role as an antibacterial drug. It is a fluoroquinolone antibiotic, a member of monofluorobenzenes, a N-alkylpiperazine and a monocarboxylic acid..",mol_gen,train
"The molecule appears as a colorless crystalline solid, or a dark-brown liquid. Strongly irritating to skin and eyes. Toxic by ingestion and inhalation. Used as a military poison gas.",Cl[As](C1=CC=CC=C1)C1=CC=CC=C1,"Convert the given molecular description The molecule appears as a colorless crystalline solid, or a dark-brown liquid. Strongly irritating to skin and eyes. Toxic by ingestion and inhalation. Used as a military poison gas. into a SMILES string.",mol_gen,train
The molecule is an N-substituted amine that is a derivative of aniline in which one of the amino hydrogen atoms is replaced with a hydroxy substituent.,ONC1=CC=CC=C1,What is the SMILES representation for the molecule with the following description: The molecule is an N-substituted amine that is a derivative of aniline in which one of the amino hydrogen atoms is replaced with a hydroxy substituent.?,mol_gen,train
"The molecule is a cardenolide glycoside that is the 2'-acetyl derivative of neriifolin. It has a role as an antineoplastic agent and a metabolite. It is a cardenolide glycoside, a monosaccharide derivative and an acetate ester. It derives from a neriifolin.",CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)[C@H]1OC(C)=O,"Provide the SMILES string that corresponds to the molecule described as: The molecule is a cardenolide glycoside that is the 2'-acetyl derivative of neriifolin. It has a role as an antineoplastic agent and a metabolite. It is a cardenolide glycoside, a monosaccharide derivative and an acetate ester. It derives from a neriifolin..",mol_gen,train
"The molecule is a member of the class of anthracenes that is 9,10-dihydroanthracene carrying an oxo group at C-9. It has a role as a radical scavenger. It is a tautomer of a 9-anthrol.",O=C1C2=CC=CC=C2CC2=CC=CC=C12,"Generate a molecular structure in SMILES for the description: The molecule is a member of the class of anthracenes that is 9,10-dihydroanthracene carrying an oxo group at C-9. It has a role as a radical scavenger. It is a tautomer of a 9-anthrol..",mol_gen,train
"The molecule is a dibenzooxepine resulting from the demethylation of the antidepressant doxepin. It is the active metabolite of doxepin. It has a role as an antidepressant and a drug metabolite. It is a cyclic ether, a dibenzooxepine and a secondary amino compound.",CNCC/C=C1/C2=CC=CC=C2COC2=CC=CC=C12,"Translate the following description The molecule is a dibenzooxepine resulting from the demethylation of the antidepressant doxepin. It is the active metabolite of doxepin. It has a role as an antidepressant and a drug metabolite. It is a cyclic ether, a dibenzooxepine and a secondary amino compound. into a valid SMILES string.",mol_gen,train
"The molecule is an oral prostacyclin and a metabolite of arachidonic acid with antihypertensive and platelet inhibitory properties. Epoprostenol binds to prostacyclin receptors on platelet surfaces, subsequently activating platelet membrane adenyl cyclase and resulting in increased cAMP levels. The elevated cAMP triggers signal transduction that leads to vasodilations. In addition, this agent also functions as an antagonist of thromboxane A2, thereby resulting in direct vasodilation of pulmonary and systemic arterial vascular beds, and inhibition of platelet aggregation.",CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,"What molecule in SMILES format matches the following description: The molecule is an oral prostacyclin and a metabolite of arachidonic acid with antihypertensive and platelet inhibitory properties. Epoprostenol binds to prostacyclin receptors on platelet surfaces, subsequently activating platelet membrane adenyl cyclase and resulting in increased cAMP levels. The elevated cAMP triggers signal transduction that leads to vasodilations. In addition, this agent also functions as an antagonist of thromboxane A2, thereby resulting in direct vasodilation of pulmonary and systemic arterial vascular beds, and inhibition of platelet aggregation.?",mol_gen,train
"The molecule is a monocarboxylic acid that is (sulfoamino)acetic acid substituted by a heptadecafluorooctyl group at the sulfur atom. It has a role as a xenobiotic and an environmental contaminant. It is an organofluorine compound, a sulfonamide and a monocarboxylic acid. It derives from a perfluorooctane-1-sulfonic acid and a perfluorooctanesulfonamide.",O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Generate a SMILES representation for the molecule described as: The molecule is a monocarboxylic acid that is (sulfoamino)acetic acid substituted by a heptadecafluorooctyl group at the sulfur atom. It has a role as a xenobiotic and an environmental contaminant. It is an organofluorine compound, a sulfonamide and a monocarboxylic acid. It derives from a perfluorooctane-1-sulfonic acid and a perfluorooctanesulfonamide..",mol_gen,train
"The molecule is a phosphonic acid in which the hydrogen attached to phosphorous is substituted by a 1-{[(7-bromo-2,3-dioxo-1,2,3,4-tetrahydroquinoxalin-5-yl)methyl]amino}ethyl group. Potent and selective NMDA antagonist that acts through the glycine site (IC50 = 5 nM). Displays >500-fold selectivity over kainate and AMPA receptors (IC50 values are 2.7 and 3 muM respectively). Anticonvulsant in vivo following systemic administration. It has a role as a NMDA receptor antagonist and an anticonvulsant. It is a quinoxaline derivative, an organobromine compound, a secondary amino compound and a member of phosphonic acids. It contains a CGP 78608(1+).",C[C@@H](NCC1=CC(Br)=CC2=C1NC(=O)C(=O)N2)P(=O)(O)O,"Translate the following description The molecule is a phosphonic acid in which the hydrogen attached to phosphorous is substituted by a 1-{[(7-bromo-2,3-dioxo-1,2,3,4-tetrahydroquinoxalin-5-yl)methyl]amino}ethyl group. Potent and selective NMDA antagonist that acts through the glycine site (IC50 = 5 nM). Displays >500-fold selectivity over kainate and AMPA receptors (IC50 values are 2.7 and 3 muM respectively). Anticonvulsant in vivo following systemic administration. It has a role as a NMDA receptor antagonist and an anticonvulsant. It is a quinoxaline derivative, an organobromine compound, a secondary amino compound and a member of phosphonic acids. It contains a CGP 78608(1+). into a valid SMILES string.",mol_gen,train
